frame,time_from_start_s,timestamp_quality,frame_id,length_unit,coordinate_domain,robot_execution_ready,x,y,z,qx,qy,qz,qw
29,0.966667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.03543662433839854,-0.06857970365630137,0.4049188240883969,-0.006497752317141502,0.010236206639073049,0.006360989348863867,0.9999062641582815
30,1.0,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.036682961847549746,-0.07239859851496915,0.4318019094662159,-0.006735382540860349,0.011090126379671302,0.006712071286824246,0.999893290215487
31,1.033333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.0369551105476582,-0.07578571757680203,0.45910633784180016,-0.006866367186371909,0.012132070534468777,0.007173239592444097,0.999877097697491
32,1.066667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.037086341015425996,-0.07890492429286038,0.48619831517556694,-0.006973398263154034,0.01321088167776772,0.007327645152913053,0.9998615653871653
33,1.1,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.03757525790717745,-0.0821528955597414,0.5143271314980437,-0.007087573833248133,0.014231242009223256,0.007539626808623571,0.9998451840538214
34,1.133333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.0387272233834309,-0.0849723153843363,0.543344519855709,-0.0072951856083334566,0.01536674685671446,0.007789299853401885,0.9998249697650963
35,1.166667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.04187048911915884,-0.08774840611999145,0.5724325536865074,-0.007325944487932889,0.016436289465667688,0.007788887060940382,0.999807737599741
36,1.2,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.047321314696407164,-0.09165809115681843,0.6003870336808212,-0.0075549737841506,0.017519696024727582,0.00773763090585626,0.9997880333802195
37,1.233333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.05285418551038409,-0.09502388454785553,0.6269056270709382,-0.007522492625812489,0.01852081401370012,0.007788065037052564,0.999769842311691
38,1.266667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.058508046895970146,-0.0984768220461931,0.655382412360041,-0.007772318716416203,0.01953655496420542,0.007466429159222419,0.9997510522712699
39,1.3,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.06528157116615009,-0.10144877042815469,0.6833451998103427,-0.007859796408409106,0.020776197669695566,0.007465176255626198,0.9997253844702958
40,1.333333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.07246405849346087,-0.10535232921596602,0.7090770021563755,-0.008143216115207557,0.022046077929412707,0.007434274707633436,0.9996961488566427
41,1.366667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.07929746747639174,-0.10987729802657291,0.7334596945879219,-0.008309782590308146,0.023528466730576243,0.007673433127624406,0.9996591805163628
42,1.4,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.08512219862972949,-0.1148624058378681,0.7552188446140725,-0.008436454408146703,0.025198245491950162,0.00814743571747778,0.9996136723516622
43,1.433333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.08897505376871999,-0.1196615460727281,0.7759827334897791,-0.008270878211620182,0.027204038299782782,0.00815144362529189,0.9995624476942981
44,1.466667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09184584471504911,-0.12450456659087976,0.795503830248273,-0.008321011600983771,0.02951395783647119,0.008426013447081455,0.9994942167697385
45,1.5,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09427855462629564,-0.12922731844645918,0.8152801155463654,-0.008427174746401854,0.03127949583564835,0.008322847397440457,0.9994404965165561
46,1.533333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09674527826404988,-0.1331869199900561,0.8350815214538597,-0.008258176771238673,0.033306713536367216,0.008389236121101155,0.9993758482508599
47,1.566667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09849035178022554,-0.13655469041137647,0.8529790243468702,-0.008059873012974847,0.03514728901850629,0.008407925805511899,0.9993142715408968
48,1.6,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09937797861045286,-0.13939560718545974,0.8691265419276333,-0.00792089619029722,0.036609187046301686,0.00842240546244252,0.9992627732051153
49,1.633333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10019959588179525,-0.1416777899829421,0.884634381888724,-0.007687645257807575,0.0377549977307827,0.008292982587008701,0.9992230415160323
50,1.666667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10034083519990353,-0.14345229751695796,0.8999274614136643,-0.007199616636471079,0.0389717886373394,0.007999330815046389,0.9991823536858554
51,1.7,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09994350207421383,-0.1452117517635489,0.913888239761148,-0.00676698172647298,0.0398903247121548,0.007966080566229154,0.9991493939912515
52,1.733333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09989702985992359,-0.14765193833497203,0.9275850211502766,-0.006599557288114716,0.04081459715163171,0.007929284630409468,0.9991134775130405
53,1.766667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10004904675713709,-0.15026981429802866,0.9410999536645931,-0.006474532517440418,0.041659338700526335,0.008245462692370245,0.9990768700519015
54,1.8,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10071224951675345,-0.15260876893735636,0.9543001595611468,-0.006213733868311328,0.042622936818260036,0.008356992530057429,0.999036953993321
55,1.833333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10208484738293994,-0.15450554111389583,0.9674848191228141,-0.005927346924435695,0.043306637600669676,0.00838587570191683,0.999009048400901
56,1.866667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10384775027243931,-0.15595928167229325,0.9803180260736182,-0.0054020152357377865,0.04426535086949162,0.008505090274740217,0.9989689987097761
57,1.9,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10557968887777718,-0.15739569296370168,0.9934725025134599,-0.005025374231722158,0.045069260120729246,0.008596432868080603,0.9989342364479985
58,1.933333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10705925015254665,-0.15858023989272135,1.0068503082926197,-0.004515116683360242,0.04640387918323772,0.008686362760625243,0.9988747873582925
59,1.966667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10769743470262691,-0.1593881779635998,1.0197468895446404,-0.004024582954745758,0.04731685862773567,0.008691006937446722,0.9988340122463073
60,2.0,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10855385069722154,-0.15941165383038977,1.0330704882481483,-0.003267961566432857,0.04860057648422452,0.008826709481494166,0.9987739451909681
61,2.033333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10908528622050512,-0.15889784820547495,1.046450436060792,-0.002709808796069773,0.049882931077304245,0.008671143719774779,0.9987137534799532
62,2.066667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10979238468076256,-0.1575074707121559,1.059802610507221,-0.0019076544319506612,0.050882565820126076,0.008596831248906428,0.9986658199030379
63,2.1,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10942925165365187,-0.15566556513613897,1.071815739961484,-0.0015058806597557169,0.05208938254307411,0.009229700193133713,0.9985986386852651
64,2.133333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10756461367442485,-0.15314255962444198,1.081413372239862,-0.0009560261748801766,0.05322431105113515,0.00967649927272352,0.9985352392824752
65,2.166667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10452293679055771,-0.1504922482521408,1.0873743662412443,-0.0006336978831988142,0.05401206623304696,0.010852817826309796,0.9984811022114835
66,2.2,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.10124098237033027,-0.14841609958854612,1.0897238821651922,-8.325022487426541e-05,0.05432959403502656,0.01107699501727587,0.9984616109108935
67,2.233333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09873505022890511,-0.14688538823420472,1.0910447427817966,0.0008592223521493551,0.05466653220607314,0.010816705846151516,0.9984457075215206
68,2.266667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09782980886758492,-0.14633461207356907,1.0916107565783892,0.0016424801865172593,0.05546840275438661,0.01089911039771027,0.9983996033388899
69,2.3,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.0978710617405974,-0.14632067835014576,1.0914795022080013,0.0024213025480786065,0.055686173209819806,0.011141248874442178,0.9983832230064437
70,2.333333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09847159043753413,-0.14705082225962668,1.0901340243333766,0.002823689020394628,0.05578707672134911,0.011758860904306674,0.9983694496735344
71,2.366667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09911658199970465,-0.1478016981249161,1.0873574377996968,0.003511623891254739,0.05610090889786849,0.012112981482713022,0.9983454473267653
72,2.4,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09949699229671913,-0.1490556062100493,1.0834315154698149,0.004275787811161059,0.056502452132222686,0.01242863413583104,0.9983159417715204
73,2.433333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.0991900128093656,-0.1507921358963722,1.078146480525494,0.005249443412730635,0.05687281171209803,0.012954147746522983,0.9982835853042852
74,2.466667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09797424868887357,-0.1535030338174988,1.0724302142535387,0.006285250932259015,0.0570536838060053,0.013620415630222947,0.9982584119670332
75,2.5,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09619973540930107,-0.15736593482224187,1.0663052399406954,0.0069580822056892295,0.05730582814249123,0.01408161025200149,0.9982331067469327
76,2.533333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09451389793072386,-0.16225046971545035,1.0602300885024423,0.007861930217938821,0.0578149993278572,0.014928389483031131,0.9981847319476546
77,2.566667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.09273709507604552,-0.16859467966807715,1.0531022589627097,0.008728046015924817,0.05764927439176558,0.015195647200199532,0.9981830867536347
78,2.6,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.0908846005716843,-0.17604387853977851,1.0453384642100207,0.00970925374288856,0.05712343706921341,0.015060664349908744,0.9982063011815219
79,2.633333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.0893311504970456,-0.18502790297020866,1.0363461351683696,0.010711540977476284,0.05700764884861582,0.0151800130540462,0.9982008605818369
80,2.666667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.08753043850862646,-0.19522172968939364,1.0262386456174066,0.01190127030547812,0.05714747407722093,0.01604013174247676,0.9981659381813193
81,2.7,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.08564359417813504,-0.20691893774031045,1.0131902075522343,0.012935781820332181,0.0576755273501571,0.01629035761899733,0.9981186419169934
82,2.733333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.08294394345110512,-0.21991359603566824,0.9982791627734527,0.013874659671230995,0.05743512822633358,0.016920076761941367,0.9981094182838884
83,2.766667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.08058900752241155,-0.23337793462264125,0.9812200535815511,0.01559894155755392,0.05759330360424491,0.017066553584527727,0.9980723506594998
84,2.8,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.07691516318689075,-0.24814806931183997,0.9634063103970628,0.016805584325677234,0.05652672884558987,0.01747453734280787,0.9981066785700538
85,2.833333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.07363196535818828,-0.2665680931804063,0.9453448294295014,0.014335312138211109,0.05579148779049448,0.018425589222397985,0.9981694777831223
86,2.866667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.07011194781919312,-0.28254162684570494,0.9269379102838425,0.016162810971787598,0.05424436306014108,0.01870957922334859,0.9982215506905144
87,2.9,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.06652019251055451,-0.30029406816953425,0.9083107873707836,0.01658726049035326,0.05337480291297707,0.019386107948404747,0.9982485522263675
88,2.933333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.06172991316354162,-0.31791555129713095,0.889112673171291,0.017757282292584116,0.05133508673578329,0.020067622862889687,0.9983219311965674
89,2.966667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.05602836069236888,-0.3362302019374679,0.8687133816960217,0.019281822939584265,0.04825419533170371,0.02075114536197663,0.9984333397394052
90,3.0,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.04991758098989561,-0.3546707294406858,0.8475244954705143,0.02109811387156702,0.04527987590023973,0.021367534492282916,0.9985229245737137
91,3.033333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.04543559351955381,-0.37278618352192056,0.8268407686486389,0.02352458114076825,0.04359426354124903,0.022087744329552027,0.9985280495904358
92,3.066667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.040585352095070255,-0.39304535911501504,0.8059583026662162,0.02439022755590738,0.04211877600023218,0.023039791567736907,0.9985490941924331
93,3.1,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.0356176478965616,-0.4135618305095498,0.7842865319474431,0.025147134376266547,0.041039153487692444,0.024024464295442905,0.9985520690624964
94,3.133333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.03049090741354869,-0.4349752434623867,0.7623598308176432,0.02486957659134248,0.03938810475931654,0.023793845211074142,0.9986310301075708
95,3.166667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.028301889126175102,-0.4533030397086778,0.741305263620997,0.026810947321821207,0.04007482962856424,0.023463071318048385,0.998561297777093
96,3.2,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.02576602442387517,-0.4714835218029268,0.7233243397075887,0.02871769503502925,0.04018584003162719,0.023097406226789383,0.9985123444797377
97,3.233333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.02400912525117674,-0.4891699694191015,0.7063343418330993,0.030379823416343,0.04027216919488693,0.023096896798390696,0.9984596897600898
98,3.266667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.022504163164524266,-0.5040733735987045,0.6901564089349129,0.033443004548332614,0.04030614157673174,0.023135278358747676,0.998359524065975
99,3.3,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.021442421143281893,-0.521089915421637,0.6762773412202062,0.03460754277617646,0.040454931657220194,0.02277903966642439,0.9983220080913174
100,3.333333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.018990876210664177,-0.5394521222930461,0.6642099874582872,0.0345438686144052,0.04016021592994927,0.02237512833665331,0.9983452468107057
101,3.366667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.015940219259254134,-0.5563151361571889,0.654894392933259,0.035599032745046326,0.0401931041589765,0.022009168590522616,0.9983149902428775
102,3.4,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.011500439505577663,-0.5742878210770685,0.6480662225103798,0.03596703557033891,0.039750785026975446,0.02196529520910635,0.9983204762241423
103,3.433333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.0072895572402947514,-0.5925853966684455,0.6432024620711294,0.03638625983056965,0.03942267641315356,0.021516575740697236,0.9983280671444438
104,3.466667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.001942572186259428,-0.6106726460256373,0.6391861077685506,0.0367338658185363,0.038710004888201366,0.022129447497030934,0.9983298283518617
105,3.5,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,0.0009938181388860052,-0.628410333147015,0.6353263389158104,0.037138229309232614,0.038511790057602795,0.020971307854101277,0.998347533776301
106,3.533333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,0.002844881856125483,-0.644316857878808,0.6331132043476047,0.037489906011188893,0.03800908410591601,0.020148299306043074,0.9983706037878798
107,3.566667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,0.0032782945162012473,-0.6562081108790446,0.6305507983539087,0.038639807006286546,0.03738712276833116,0.01977697033742562,0.9983576712831406
108,3.6,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,0.002174058909085366,-0.6643670278378274,0.6289118228367991,0.03932965784039458,0.03686718117827253,0.01880790194397569,0.9983687954812049
109,3.633333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,0.0015219938760246722,-0.668272219774493,0.6285256324060806,0.03973542713836994,0.03646430386667675,0.018120799745899408,0.9983802316703888
110,3.666667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,0.0008616244186375151,-0.6684710485431137,0.6304455279345209,0.03993508582744995,0.03599693352303562,0.016777580910196512,0.9984127014795506
111,3.7,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.0005429558387121757,-0.6654831575128053,0.6337906142252383,0.04008505828274232,0.035814654817567154,0.015503640280095623,0.9984338414441054
112,3.733333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.0011511931192779656,-0.6601652869850846,0.6393895006274615,0.0400781959791633,0.03538897841026138,0.014862297997938718,0.998459047989628
113,3.766667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.0014586942939749568,-0.6532847054275129,0.6472698938413436,0.0400978563449048,0.03498899531223466,0.014492284943400255,0.998477794345324
114,3.8,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.0028251461796604343,-0.6461235870571903,0.6560463250534352,0.039733579362317584,0.0347787028120603,0.013390995019014593,0.9985150803839518
115,3.833333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.003491046162066289,-0.6374606006705671,0.6648883208016692,0.03960521630011535,0.034388612954847624,0.012972766404267656,0.9985392117852375
116,3.866667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.0037482091663713847,-0.6270560280270348,0.6728544338230439,0.03949391861459148,0.03413512166660991,0.012524654154720375,0.9985580388237704
117,3.9,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.003337542245829592,-0.6148495345023968,0.6795772152002234,0.03901992170476196,0.03398071467756429,0.01159472918919395,0.9985931699121446
118,3.933333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.0010325667657474558,-0.5997336569667525,0.6856092282256344,0.038325278851095795,0.03362168262958788,0.011073536971580028,0.9986381387855564
119,3.966667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.00046844603778743385,-0.5827249163099301,0.6900743504968434,0.03749997899088732,0.03349241309954188,0.009910655102249652,0.9986860311208409
120,4.0,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.0011521121493178305,-0.562344112653143,0.6935820845474611,0.03764158926972381,0.03360744144138869,0.008445216375891705,0.9986903068305898
121,4.033333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.003943587512752959,-0.5411696857496067,0.6965526378454105,0.03680736232197102,0.03333393534510402,0.007881038432547694,0.9987351781461051
122,4.066667,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.008357774455084553,-0.5190915047584417,0.7031187840563834,0.03465157115697111,0.0334047077727217,0.006622254262061444,0.9988190726370122
123,4.1,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.014094268711058478,-0.49294607983643096,0.7107876295481599,0.03455343214250245,0.033566883625988746,0.005729514331518073,0.9988225554703588
124,4.133333,source_frame_pts,reconstruction_camera0,reconstruction_unit,camera_reconstruction,False,-0.020502587270287195,-0.46659854189982075,0.7177410225073163,0.03284192845881829,0.0332478827161771,0.004940045961173563,0.998895180675079
